Scanning image go-example-tester.tar
+--------------------------------+------+-----------+-------------+-----------------------+--------------------------------------------+
| OSV URL                        | CVSS | ECOSYSTEM | PACKAGE     | VERSION               | SOURCE                                     |
| https://osv.dev/CVE-2023-23039 | 5.7  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2023-26242 | 7.8  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2023-31081 | 5.5  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2023-31085 | 5.5  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2023-3640  | 7.8  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2023-39191 | 8.2  | Debian:12 | linux       | 6.1.76-1              | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2007-6755  |      | Debian:12 | openssl     | 3.0.11-1~deb12u2      | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2010-0928  |      | Debian:12 | openssl     | 3.0.11-1~deb12u2      | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2007-6755  |      | Debian:12 | openssl     | 3.0.11-1~deb12u2      | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2010-0928  |      | Debian:12 | openssl     | 3.0.11-1~deb12u2      | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2011-4116  | 7.5  | Debian:12 | perl        | 5.36.0-7+deb12u1      | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2023-31486 | 8.1  | Debian:12 | perl        | 5.36.0-7+deb12u1      | go-example-tester.tar:/var/lib/dpkg/status |
| https://osv.dev/CVE-2007-5686  |      | Debian:12 | shadow      | 1:4.13+dfsg1-1        | go-example-tester.tar:/var/lib/dpkg/status |
